image_filename,magnetism_mT,ldc_rp,delta_rp,target_material,is_coated,is_dilapidated,is_degraded
data_5_18.jpg,0.0006,61540,12,Aluminum,0,1,0
data_5_19.jpg,-0.0002,61170,-358,Aluminum,0,1,0
data_5_20.jpg,0.0004,61515,-13,Aluminum,0,1,0
data_6_1.jpg,0.0004,60534,-1043,Aluminum,0,1,1
data_6_2.jpg,-0.0002,60144,-1433,Aluminum,0,1,1
data_6_3.jpg,0.0004,60336,-1241,Aluminum,0,1,1
data_6_4.jpg,0.0006,60372,-1205,Aluminum,0,1,1
data_6_5.jpg,0.0007,60797,-780,Aluminum,0,1,1
data_6_6.jpg,0.0004,59691,-1886,Aluminum,0,1,1
data_6_7.jpg,0.0006,59733,-1844,Aluminum,0,1,1
data_6_8.jpg,0.0004,59768,-1809,Aluminum,0,1,1
data_6_9.jpg,0.0008,59937,-1640,Aluminum,0,1,1
data_6_10.jpg,-0.0002,59817,-1760,Aluminum,0,1,1
data_6_11.jpg,0.0008,61460,-117,Aluminum,0,1,1
data_6_12.jpg,0.0004,61374,-251,Aluminum,0,1,1
data_6_13.jpg,0.0002,61472,-153,Aluminum,0,1,1
data_6_14.jpg,0.0006,61315,-310,Aluminum,0,1,1
data_6_15.jpg,0.0004,61532,-93,Aluminum,0,1,1
data_6_16.jpg,-0.0002,61040,-585,Aluminum,0,1,1
data_6_17.jpg,-0.0002,60938,-687,Aluminum,0,1,1
data_6_18.jpg,0.0006,61233,-392,Aluminum,0,1,1
data_6_19.jpg,-0.0004,61153,-472,Aluminum,0,1,1
data_6_20.jpg,0.0004,61458,-167,Aluminum,0,1,1
data_7_1.jpg,-0.0004,60508,-1117,Aluminum,0,1,0
data_7_2.jpg,0.0006,60031,-1594,Aluminum,0,1,0
data_7_3.jpg,0.0011,61509,-116,Aluminum,0,1,0
data_7_4.jpg,0.0,61550,-75,Aluminum,0,1,0
data_7_5.jpg,-0.0012,60815,-810,Aluminum,0,1,0
data_7_6.jpg,0.0011,60744,-881,Aluminum,0,1,0
data_7_7.jpg,0.0007,60869,-756,Aluminum,0,1,0
data_7_8.jpg,0.0006,60581,-1044,Aluminum,0,1,0
data_7_9.jpg,-0.0001,60477,-1148,Aluminum,0,1,0
data_7_10.jpg,0.0004,60975,-650,Aluminum,0,1,0
data_7_11.jpg,0.0007,60878,-747,Aluminum,0,1,0
data_7_12.jpg,0.0005,61602,-23,Aluminum,0,1,0
data_7_13.jpg,0.0,60587,-1038,Aluminum,0,1,0
data_7_14.jpg,0.0003,61334,-291,Aluminum,0,1,0
data_7_15.jpg,0.0008,60979,-646,Aluminum,0,1,0
data_7_16.jpg,0.0005,61033,-592,Aluminum,0,1,0
data_7_17.jpg,0.0002,60523,-1102,Aluminum,0,1,0
data_7_18.jpg,0.0007,60998,-627,Aluminum,0,1,0
data_7_19.jpg,0.0005,61300,-325,Aluminum,0,1,0
data_7_20.jpg,0.0003,61297,-328,Aluminum,0,1,0
data_8_1.jpg,-0.0006,61354,-272,Aluminum,0,1,0
data_8_2.jpg,-0.0003,60047,-1579,Aluminum,0,1,0
data_8_3.jpg,0.0001,59337,-2289,Aluminum,0,1,0
data_8_4.jpg,-0.0005,61370,-256,Aluminum,0,1,0
data_8_5.jpg,0.0003,60342,-1284,Aluminum,0,1,0
data_8_6.jpg,-0.0007,60985,-641,Aluminum,0,1,0
data_8_7.jpg,-0.0002,60505,-1121,Aluminum,0,1,0
data_8_8.jpg,-0.0002,60968,-658,Aluminum,0,1,0
data_8_9.jpg,-0.0002,60954,-672,Aluminum,0,1,0
data_8_10.jpg,-0.0011,60456,-1170,Aluminum,0,1,0
data_8_11.jpg,0.0004,61078,-548,Aluminum,0,1,0
data_8_12.jpg,-0.0002,61561,-65,Aluminum,0,1,0
data_8_13.jpg,-0.0012,60942,-684,Aluminum,0,1,0
data_8_14.jpg,-0.0005,61503,-123,Aluminum,0,1,0
data_8_15.jpg,0.0004,61292,-334,Aluminum,0,1,0
data_8_16.jpg,0.0002,61450,-176,Aluminum,0,1,0
data_8_17.jpg,-0.0005,61499,-127,Aluminum,0,1,0
data_8_18.jpg,-0.0009,61326,-300,Aluminum,0,1,0
data_8_19.jpg,-0.0007,61523,-103,Aluminum,0,1,0
data_8_20.jpg,0.0002,61273,-353,Aluminum,0,1,0
data_9_1.jpg,0.0,61420,-206,Aluminum,0,1,0
data_9_2.jpg,-0.0026,60273,-1353,Aluminum,0,1,0
data_9_3.jpg,0.0002,60913,-656,Aluminum,0,1,0
data_9_4.jpg,0.0004,60530,-1039,Aluminum,0,1,0
data_9_5.jpg,0.0004,61464,-105,Aluminum,0,1,0
data_9_6.jpg,0.0011,60582,-987,Aluminum,0,1,0
data_9_7.jpg,0.0004,61556,-13,Aluminum,0,1,0
data_9_8.jpg,0.0007,60887,-682,Aluminum,0,1,0
data_9_9.jpg,-0.0003,61212,-357,Aluminum,0,1,0
data_9_10.jpg,0.0005,61033,-536,Aluminum,0,1,0
data_9_11.jpg,0.0001,61252,-317,Aluminum,0,1,0
data_9_12.jpg,-0.0002,60931,-696,Aluminum,0,1,0
data_9_13.jpg,0.0003,61055,-572,Aluminum,0,1,0
data_9_14.jpg,-0.0016,61277,-350,Aluminum,0,1,0
data_9_15.jpg,-0.0004,61355,-272,Aluminum,0,1,0
data_9_16.jpg,-0.0008,61376,-251,Aluminum,0,1,0
data_9_17.jpg,-0.0007,60943,-684,Aluminum,0,1,0
data_9_18.jpg,-0.001,61436,-191,Aluminum,0,1,0
data_9_19.jpg,-0.0019,61161,-466,Aluminum,0,1,0
data_9_20.jpg,-0.0002,61204,-423,Aluminum,0,1,0
data_10_1.jpg,0.0005,61200,-337,Aluminum,0,1,1
data_10_2.jpg,0.0009,61369,-168,Aluminum,0,1,1
data_10_3.jpg,0.0005,61621,84,Aluminum,0,1,1
data_10_4.jpg,-0.0002,61332,-205,Aluminum,0,1,1
data_10_5.jpg,0.0002,60733,-804,Aluminum,0,1,1
data_10_6.jpg,0.0007,61487,-50,Aluminum,0,1,1
data_10_7.jpg,0.0008,60774,-763,Aluminum,0,1,1
data_10_8.jpg,-0.0003,60573,-964,Aluminum,0,1,1
data_10_9.jpg,0.0018,60956,-581,Aluminum,0,1,1
data_10_10.jpg,0.0006,61499,72,Aluminum,0,1,1
data_10_11.jpg,0.0007,61348,-79,Aluminum,0,1,1
data_10_12.jpg,0.0005,60845,-582,Aluminum,0,1,1
data_10_13.jpg,0.0,61258,-169,Aluminum,0,1,1
data_10_14.jpg,0.0008,61622,195,Aluminum,0,1,1
data_10_15.jpg,0.0007,60926,-501,Aluminum,0,1,1
data_10_16.jpg,-0.0002,60432,-995,Aluminum,0,1,1
data_10_17.jpg,-0.0007,61594,167,Aluminum,0,1,1
data_10_18.jpg,0.001,60494,-933,Aluminum,0,1,1
data_10_19.jpg,0.0001,60953,-474,Aluminum,0,1,1
data_10_20.jpg,0.0013,60828,-599,Aluminum,0,1,1
data_11_1.jpg,0.0007,61230,-197,Aluminum,0,1,1
data_11_2.jpg,0.0001,59591,-1836,Aluminum,0,1,1
data_11_3.jpg,0.0003,61304,-123,Aluminum,0,1,1
data_11_4.jpg,0.0001,61566,139,Aluminum,0,1,1
data_11_5.jpg,0.0003,59588,-1839,Aluminum,0,1,1
data_11_6.jpg,0.0003,60550,-877,Aluminum,0,1,1
data_11_7.jpg,0.0006,60033,-1394,Aluminum,0,1,1
data_11_8.jpg,0.0003,60973,-454,Aluminum,0,1,1
data_11_9.jpg,0.0005,61415,-12,Aluminum,0,1,1
data_11_10.jpg,0.0007,60217,-1210,Aluminum,0,1,1
data_11_11.jpg,0.0005,60177,-1250,Aluminum,0,1,1
data_11_12.jpg,0.0008,61464,37,Aluminum,0,1,1
data_11_13.jpg,0.0002,61566,139,Aluminum,0,1,1
data_11_14.jpg,0.0003,60812,-615,Aluminum,0,1,1
data_11_15.jpg,-0.0002,61614,187,Aluminum,0,1,1
data_11_16.jpg,0.0001,61603,176,Aluminum,0,1,1
data_11_17.jpg,-0.0001,61307,-120,Aluminum,0,1,1
data_11_18.jpg,0.0008,61510,83,Aluminum,0,1,1
data_11_19.jpg,0.0014,61104,-323,Aluminum,0,1,1
data_11_20.jpg,0.0007,61545,118,Aluminum,0,1,1
data_12_1.jpg,0.0005,58784,-2643,Aluminum,0,1,0
data_12_2.jpg,0.0017,60883,-544,Aluminum,0,1,0
data_12_3.jpg,0.0008,58990,-2437,Aluminum,0,1,0
data_12_4.jpg,0.0007,58891,-2536,Aluminum,0,1,0
data_12_5.jpg,0.0008,59381,-2046,Aluminum,0,1,0
data_12_6.jpg,-0.0002,59453,-2082,Aluminum,0,1,0
data_12_7.jpg,-0.0004,58979,-2556,Aluminum,0,1,0
data_12_8.jpg,0.0006,59207,-2328,Aluminum,0,1,0
data_12_9.jpg,-0.0001,59397,-2138,Aluminum,0,1,0
data_12_10.jpg,0.0002,59002,-2533,Aluminum,0,1,0
data_12_11.jpg,0.0005,60915,-620,Aluminum,0,1,0
data_12_12.jpg,0.0001,61154,-381,Aluminum,0,1,0
data_12_13.jpg,0.0002,61275,-260,Aluminum,0,1,0
data_12_14.jpg,-0.0007,61434,-101,Aluminum,0,1,0
data_12_15.jpg,-0.0005,61303,-232,Aluminum,0,1,0
data_12_16.jpg,0.0005,61272,-263,Aluminum,0,1,0
data_12_17.jpg,0.0002,61395,-140,Aluminum,0,1,0
data_12_18.jpg,0.0,61211,-324,Aluminum,0,1,0
data_12_19.jpg,-0.0002,61040,-495,Aluminum,0,1,0
data_12_20.jpg,0.0005,61261,-274,Aluminum,0,1,0
data_13_1.jpg,0.0002,61278,-257,Aluminum,0,1,0
data_13_2.jpg,0.0002,61423,-112,Aluminum,0,1,0
data_13_3.jpg,0.0003,60683,-852,Aluminum,0,1,0
data_13_4.jpg,-0.0018,59597,-1938,Aluminum,0,1,0
data_13_5.jpg,-0.0002,59894,-1641,Aluminum,0,1,0
data_13_6.jpg,0.0004,59202,-2333,Aluminum,0,1,0
data_13_7.jpg,0.0008,60746,-828,Aluminum,0,1,0
data_13_8.jpg,0.0005,60479,-990,Aluminum,0,1,0
data_13_9.jpg,0.001,60134,-1335,Aluminum,0,1,0
data_13_10.jpg,0.0002,60115,-1412,Aluminum,0,1,0
data_13_11.jpg,0.001,61319,-208,Aluminum,0,1,0
data_13_12.jpg,0.0009,61277,-250,Aluminum,0,1,0
data_13_13.jpg,0.0005,61448,-79,Aluminum,0,1,0
data_13_14.jpg,0.0008,60955,-572,Aluminum,0,1,0
data_13_15.jpg,0.0002,61265,-262,Aluminum,0,1,0
data_13_16.jpg,0.0007,61041,-486,Aluminum,0,1,0
data_13_17.jpg,-0.0006,61571,44,Aluminum,0,1,0
data_13_18.jpg,0.0011,61292,-235,Aluminum,0,1,0
data_13_19.jpg,0.0004,61181,-346,Aluminum,0,1,0
data_13_20.jpg,0.0009,61185,-342,Aluminum,0,1,0
data_14_1.jpg,-0.0002,61177,-337,Aluminum,0,1,0
data_14_2.jpg,0.0,61482,-32,Aluminum,0,1,0
data_14_3.jpg,-0.0011,60558,-956,Aluminum,0,1,0
data_14_4.jpg,-0.0003,60930,-584,Aluminum,0,1,0
data_14_5.jpg,0.0011,60774,-740,Aluminum,0,1,0
data_14_6.jpg,0.0001,60708,-806,Aluminum,0,1,0
data_14_7.jpg,-0.0008,61060,-454,Aluminum,0,1,0
data_14_8.jpg,0.0001,61162,-352,Aluminum,0,1,0
data_14_9.jpg,-0.0002,61236,-278,Aluminum,0,1,0
data_14_10.jpg,-0.0001,61012,-502,Aluminum,0,1,0
data_14_11.jpg,0.0007,60135,-1379,Aluminum,0,1,0
data_14_12.jpg,0.0001,61525,11,Aluminum,0,1,0
data_14_13.jpg,0.0002,60143,-1371,Aluminum,0,1,0
data_14_14.jpg,0.0009,61283,-231,Aluminum,0,1,0
data_14_15.jpg,0.0001,60515,-999,Aluminum,0,1,0
data_14_16.jpg,0.0002,61038,-476,Aluminum,0,1,0
data_14_17.jpg,-0.0004,61199,-315,Aluminum,0,1,0
data_14_18.jpg,-0.0002,61024,-490,Aluminum,0,1,0
data_14_19.jpg,0.0002,60060,-1454,Aluminum,0,1,0
data_14_20.jpg,-0.0001,60304,-1210,Aluminum,0,1,0
data_15_1.jpg,-0.0006,60526,-988,Aluminum,0,1,0
data_15_2.jpg,-0.0001,61410,-104,Aluminum,0,1,0
data_15_3.jpg,-0.0004,59846,-1668,Aluminum,0,1,0
data_15_4.jpg,0.0005,58980,-2534,Aluminum,0,1,0
data_15_5.jpg,0.0001,58795,-2719,Aluminum,0,1,0
data_15_6.jpg,0.0001,60092,-1422,Aluminum,0,1,0
data_15_7.jpg,0.0001,60319,-1195,Aluminum,0,1,0
data_15_8.jpg,0.0003,60314,-1200,Aluminum,0,1,0
data_15_9.jpg,0.0005,60223,-1291,Aluminum,0,1,0
data_15_10.jpg,0.0009,59660,-1854,Aluminum,0,1,0
data_15_11.jpg,0.0002,61407,-107,Aluminum,0,1,0
data_15_12.jpg,-0.0002,61563,49,Aluminum,0,1,0
data_15_13.jpg,-0.0002,61180,-334,Aluminum,0,1,0
data_15_14.jpg,-0.0001,61058,-456,Aluminum,0,1,0
data_15_15.jpg,-0.0001,61387,-127,Aluminum,0,1,0
data_15_16.jpg,-0.0004,61520,6,Aluminum,0,1,0
data_15_17.jpg,0.0008,61000,-514,Aluminum,0,1,0
data_15_18.jpg,-0.0001,61294,-220,Aluminum,0,1,0
data_15_19.jpg,0.0006,61481,-33,Aluminum,0,1,0
data_15_20.jpg,0.0004,61022,-492,Aluminum,0,1,0
data_16_1.jpg,-0.0001,60429,-1085,Aluminum,0,1,0
data_16_2.jpg,-0.0001,60591,-923,Aluminum,0,1,0
data_16_3.jpg,-0.0001,61451,-63,Aluminum,0,1,0
data_16_4.jpg,-0.0004,61593,79,Aluminum,0,1,0
data_16_5.jpg,-0.0001,60630,-884,Aluminum,0,1,0
data_16_6.jpg,-0.0009,60434,-1080,Aluminum,0,1,0
data_16_7.jpg,0.0001,61451,-63,Aluminum,0,1,0
data_16_8.jpg,-0.0002,59996,-1518,Aluminum,0,1,0
data_16_9.jpg,0.0001,61437,-77,Aluminum,0,1,0
data_16_10.jpg,-0.0013,60625,-889,Aluminum,0,1,0
data_16_11.jpg,-0.0007,60706,-808,Aluminum,0,1,0
data_16_12.jpg,0.0001,61384,-130,Aluminum,0,1,0
data_16_13.jpg,-0.0001,60956,-558,Aluminum,0,1,0
data_16_14.jpg,-0.0017,61147,-367,Aluminum,0,1,0
data_16_15.jpg,-0.0002,61593,79,Aluminum,0,1,0
data_16_16.jpg,0.0004,61176,-338,Aluminum,0,1,0
data_16_17.jpg,0.0006,61271,-243,Aluminum,0,1,0
data_16_18.jpg,0.0009,61014,-500,Aluminum,0,1,0
data_16_19.jpg,0.0006,60992,-522,Aluminum,0,1,0
data_16_20.jpg,0.001,61501,-13,Aluminum,0,1,0
data_17_1.jpg,0.0004,61543,29,Aluminum,0,0,0
data_17_2.jpg,0.0007,59987,-1527,Aluminum,0,0,0
data_17_3.jpg,0.0004,60728,-786,Aluminum,0,0,0
data_17_4.jpg,0.0006,61079,-435,Aluminum,0,0,0
data_17_5.jpg,0.0002,61316,-198,Aluminum,0,0,0
data_17_6.jpg,-0.0016,61604,90,Aluminum,0,0,0
data_17_7.jpg,0.0002,61290,-224,Aluminum,0,0,0
data_17_8.jpg,0.0001,58957,-2557,Aluminum,0,0,0
data_17_9.jpg,0.0001,61546,32,Aluminum,0,0,0
data_17_10.jpg,0.0006,59284,-2230,Aluminum,0,0,0
data_17_11.jpg,0.0012,61363,-151,Aluminum,0,0,0
data_17_12.jpg,0.001,61545,31,Aluminum,0,0,0
data_17_13.jpg,0.0008,61436,-78,Aluminum,0,0,0
data_17_14.jpg,0.0003,61610,96,Aluminum,0,0,0
data_17_15.jpg,0.0,61183,-331,Aluminum,0,0,0
data_17_16.jpg,0.0013,61556,42,Aluminum,0,0,0
data_17_17.jpg,0.0002,61192,-322,Aluminum,0,0,0
data_17_18.jpg,0.0004,59508,-2006,Aluminum,0,0,0
data_17_19.jpg,0.0003,61590,76,Aluminum,0,0,0
data_17_20.jpg,0.0002,59670,-1844,Aluminum,0,0,0
data_18_1.jpg,0.0007,61012,-502,Aluminum,0,0,0
data_18_2.jpg,0.0001,61610,96,Aluminum,0,0,0
data_18_3.jpg,0.0011,61418,-96,Aluminum,0,0,0
data_18_4.jpg,0.0001,61186,-328,Aluminum,0,0,0
data_18_5.jpg,-0.0007,60302,-1212,Aluminum,0,0,0
data_18_6.jpg,0.0003,61553,39,Aluminum,0,0,0
data_18_7.jpg,-0.0001,61532,18,Aluminum,0,0,0
data_18_8.jpg,0.0003,61221,-293,Aluminum,0,0,0
data_18_9.jpg,0.001,60756,-758,Aluminum,0,0,0
data_18_10.jpg,0.0009,61613,99,Aluminum,0,0,0
data_18_11.jpg,-0.0005,59222,-2292,Aluminum,0,0,0
data_18_12.jpg,0.0016,61588,74,Aluminum,0,0,0
data_18_13.jpg,0.0003,60253,-1261,Aluminum,0,0,0
data_18_14.jpg,0.0005,61593,79,Aluminum,0,0,0
data_18_15.jpg,0.0001,61235,-279,Aluminum,0,0,0
data_18_16.jpg,-0.0006,59399,-2115,Aluminum,0,0,0
data_18_17.jpg,0.0013,61616,102,Aluminum,0,0,0
data_18_18.jpg,0.0,59482,-2032,Aluminum,0,0,0
data_18_19.jpg,0.0008,59256,-2363,Aluminum,0,0,0
data_18_20.jpg,0.0002,60214,-1405,Aluminum,0,0,0
data_19_1.jpg,0.0008,61608,-11,Aluminum,0,0,1
data_19_2.jpg,-0.001,59589,-2030,Aluminum,0,0,1
data_19_3.jpg,-0.0023,59985,-1634,Aluminum,0,0,1
data_19_4.jpg,-0.0004,60119,-1500,Aluminum,0,0,1
data_19_5.jpg,-0.0012,61550,-69,Aluminum,0,0,1
data_19_6.jpg,0.0007,61529,-90,Aluminum,0,0,1
data_19_7.jpg,0.0,60105,-1514,Aluminum,0,0,1
data_19_8.jpg,-0.0002,61400,-219,Aluminum,0,0,1
data_19_9.jpg,-0.0004,61477,-142,Aluminum,0,0,1
data_19_10.jpg,0.0004,61559,-60,Aluminum,0,0,1
data_19_11.jpg,0.0002,61439,-180,Aluminum,0,0,1
data_19_12.jpg,0.0,61573,-46,Aluminum,0,0,1
data_19_13.jpg,-0.0001,60700,-919,Aluminum,0,0,1
data_19_14.jpg,-0.0002,60106,-1513,Aluminum,0,0,1
data_19_15.jpg,-0.0011,60715,-904,Aluminum,0,0,1
data_19_16.jpg,-0.0005,60591,-1028,Aluminum,0,0,1
data_19_17.jpg,-0.0002,61375,-244,Aluminum,0,0,1
data_19_18.jpg,0.0,59629,-1990,Aluminum,0,0,1
data_19_19.jpg,0.0003,60567,-1052,Aluminum,0,0,1
data_19_20.jpg,0.0002,60532,-1087,Aluminum,0,0,1
data_20_1.jpg,-0.0002,61466,-43,Aluminum,0,1,0
data_20_2.jpg,0.0006,59147,-2362,Aluminum,0,1,0
data_20_3.jpg,-0.0001,59237,-2272,Aluminum,0,1,0
data_20_4.jpg,0.0001,61586,77,Aluminum,0,1,0
data_20_5.jpg,-0.0004,60118,-1391,Aluminum,0,1,0
data_20_6.jpg,0.0007,60464,-1045,Aluminum,0,1,0
data_20_7.jpg,0.0,59487,-2022,Aluminum,0,1,0
data_20_8.jpg,0.0004,61136,-373,Aluminum,0,1,0
data_20_9.jpg,0.0004,59620,-1889,Aluminum,0,1,0
data_20_10.jpg,0.0001,59766,-1743,Aluminum,0,1,0
data_20_11.jpg,0.0008,61268,-241,Aluminum,0,1,0
data_20_12.jpg,-0.0003,61249,-260,Aluminum,0,1,0
data_20_13.jpg,-0.0005,60790,-719,Aluminum,0,1,0
data_20_14.jpg,0.0003,61517,8,Aluminum,0,1,0
data_20_15.jpg,0.0004,61171,-338,Aluminum,0,1,0
data_20_16.jpg,0.0,61455,-54,Aluminum,0,1,0
data_20_17.jpg,0.0004,60987,-522,Aluminum,0,1,0
data_20_18.jpg,-0.0002,60985,-524,Aluminum,0,1,0
data_20_19.jpg,0.0001,61484,-25,Aluminum,0,1,0
data_20_20.jpg,0.0009,61053,-456,Aluminum,0,1,0
data_21_1.jpg,0.0001,60676,-929,Aluminum,1,0,0
data_21_2.jpg,0.0002,61472,-133,Aluminum,1,0,0
data_21_3.jpg,-0.0007,61563,-42,Aluminum,1,0,0
data_21_4.jpg,-0.0006,61570,-35,Aluminum,1,0,0
data_21_5.jpg,-0.0007,59309,-2296,Aluminum,1,0,0
data_21_6.jpg,-0.0006,61617,12,Aluminum,1,0,0
data_21_7.jpg,-0.0009,61613,8,Aluminum,1,0,0
data_21_8.jpg,-0.0005,61007,-598,Aluminum,1,0,0
data_21_9.jpg,-0.0004,61560,-45,Aluminum,1,0,0
data_21_10.jpg,-0.0006,61614,9,Aluminum,1,0,0
data_21_11.jpg,-0.0002,61622,17,Aluminum,1,0,0
data_21_12.jpg,-0.0003,60829,-776,Aluminum,1,0,0
data_21_13.jpg,-0.0014,61555,-50,Aluminum,1,0,0
data_21_14.jpg,-0.0009,61188,-417,Aluminum,1,0,0
data_21_15.jpg,-0.001,61267,-338,Aluminum,1,0,0
